MGA,Full policy number,Policy Effective Date,Policy Expiration Date,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Transaction Effective Date,Transaction Expiration Date,Premium,Commission amount,Book or Process Date,Policy Type,Transaction Type,Primary/Excess Indicator,Attachment Point,CM/Occ Indicator,Risk/Location Address,Risk/Location State,Risk/Location Zip,Exposure Type,Policy Occurrence Limit,Policy Aggregate Limit,Policy Event Number,Carrier %,Broker/Agent,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,Vehicle Number,Vehicle Type,Radius Of Use,Gross Vehicle Weight,Vehicle Make,Vehicle Model,Model Year,Vehicle Identification Number,Specialized Vehicle Type,"Vehicle Number of Seats, Seating Capacity"
Daniel Abrahamsen,ASC-3278258-00,2023-10-24,2024-10-24,SIM & SIK INC,5055 DUFF DR,CINCINNATI,OH,45246,2023-10-24,2024-10-24,0,0.0,2023-10-24,New Business,NB,Primary,0.0,Occurrence,5055 DUFF DR,OH,45246,1.0,1000000.0,"$2,000,000",ASC-3278258-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDV8LSLR8236,Truck,1.71,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2020.0,3AKJHHDV8LSLR8236,Truck,1-8
Daniel Abrahamsen,ASC-3278258-00,2023-10-24,2024-10-24,SIM & SIK INC,5055 DUFF DR,CINCINNATI,OH,45246,2023-10-24,2024-10-24,59.26,10.37,2023-10-24,New Business,NB,Primary,0.0,Occurrence,5055 DUFF DR,OH,45246,1.0,1000000.0,"$2,000,000",ASC-3278258-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDV8LSLR8236,Truck,1.71,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2020.0,3AKJHHDV8LSLR8236,Truck,1-8
Daniel Abrahamsen,ASC-3278258-00,2023-10-24,2024-10-24,SIM & SIK INC,5055 DUFF DR,CINCINNATI,OH,45246,2023-10-24,2024-10-24,182.6,31.96,2023-10-24,New Business,NB,Primary,0.0,Occurrence,5055 DUFF DR,OH,45246,1.0,1000000.0,"$2,000,000",ASC-3278258-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDV8LSLR8236,Truck,1.71,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2020.0,3AKJHHDV8LSLR8236,Truck,1-8
Daniel Abrahamsen,ASC-7398598-00,2023-10-01,2024-10-01,JSKS TRANSPORT INC,17619 Taft Drive,Lathrop,CA,95330,2023-10-25,2024-10-01,0.01,0.0,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,17619 Taft Drive,CA,95330,1.0,1000000.0,"$2,000,000",ASC-7398598-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR1KSKD5442,Truck,1.3175,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR1KSKD5442,Truck,1-8
Daniel Abrahamsen,ASC-7398598-00,2023-10-01,2024-10-01,JSKS TRANSPORT INC,17619 Taft Drive,Lathrop,CA,95330,2023-10-25,2024-10-01,0,0.0,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,17619 Taft Drive,CA,95330,1.0,1000000.0,"$2,000,000",ASC-7398598-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR1KSKD5442,Truck,1.3175,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR1KSKD5442,Truck,1-8
Daniel Abrahamsen,ASC-7398598-00,2023-10-01,2024-10-01,JSKS TRANSPORT INC,17619 Taft Drive,Lathrop,CA,95330,2023-10-25,2024-10-01,0,0.0,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,17619 Taft Drive,CA,95330,1.0,1000000.0,"$2,000,000",ASC-7398598-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR1KSKD5442,Truck,1.3175,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR1KSKD5442,Truck,1-8
Daniel Abrahamsen,ASC-7398598-00,2023-10-01,2024-10-01,JSKS TRANSPORT INC,17619 Taft Drive,Lathrop,CA,95330,2023-10-25,2024-10-01,0,0.0,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,17619 Taft Drive,CA,95330,1.0,1000000.0,"$2,000,000",ASC-7398598-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR1KSKD5442,Truck,1.3175,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR1KSKD5442,Truck,1-8
Daniel Abrahamsen,ASC-5165537-00,2023-10-24,2024-10-24,DOUBLE LEAP LLC,11728 WULSTONE ROAD,HASLET,TX,76052,2023-10-25,2024-10-24,0,0.0,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,11728 WULSTONE ROAD,TX,76052,1.0,1000000.0,"$2,000,000",ASC-5165537-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FDWE3FL7EDA52915,Truck,1.333,"Medium Trucks (10,000 - 20,000)",FORD,E350,2014.0,1FDWE3FL7EDA52915,Truck,1-8
Daniel Abrahamsen,ASC-5165537-00,2023-10-24,2024-10-24,DOUBLE LEAP LLC,11728 WULSTONE ROAD,HASLET,TX,76052,2023-10-25,2024-10-24,0,0.0,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,11728 WULSTONE ROAD,TX,76052,1.0,1000000.0,"$2,000,000",ASC-5165537-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FDWE3FL7EDA52915,Truck,1.333,"Medium Trucks (10,000 - 20,000)",FORD,E350,2014.0,1FDWE3FL7EDA52915,Truck,1-8
Daniel Abrahamsen,ASC-5165537-00,2023-10-24,2024-10-24,DOUBLE LEAP LLC,11728 WULSTONE ROAD,HASLET,TX,76052,2023-10-25,2024-10-24,0,0.0,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,11728 WULSTONE ROAD,TX,76052,1.0,1000000.0,"$2,000,000",ASC-5165537-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FDWE3FL7EDA52915,Truck,1.333,"Medium Trucks (10,000 - 20,000)",FORD,E350,2014.0,1FDWE3FL7EDA52915,Truck,1-8
Daniel Abrahamsen,ASC-5165537-00,2023-10-24,2024-10-24,DOUBLE LEAP LLC,11728 WULSTONE ROAD,HASLET,TX,76052,2023-10-25,2024-10-24,0,0.0,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,11728 WULSTONE ROAD,TX,76052,1.0,1000000.0,"$2,000,000",ASC-5165537-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FDWE3FL7EDA52915,Truck,1.333,"Medium Trucks (10,000 - 20,000)",FORD,E350,2014.0,1FDWE3FL7EDA52915,Truck,1-8
Daniel Abrahamsen,ASC-2104457-00,2023-10-23,2024-10-23,PENDILLA TRUCKING LLC,511 GREENHILL DR,GROVEPORT,OH,43125-1495,2023-10-23,2024-10-23,12396.69,2169.42,2023-10-23,New Business,NB,Primary,0.0,Occurrence,511 GREENHILL DR,OH,43125-1495,1.0,1000000.0,"$2,000,000",ASC-2104457-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJGLDR9HDHU1742,Truck,1.49,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2017.0,3AKJGLDR9HDHU1742,Truck,1-8
Daniel Abrahamsen,ASC-2104457-00,2023-10-23,2024-10-23,PENDILLA TRUCKING LLC,511 GREENHILL DR,GROVEPORT,OH,43125-1495,2023-10-23,2024-10-23,0,0.0,2023-10-23,New Business,NB,Primary,0.0,Occurrence,511 GREENHILL DR,OH,43125-1495,1.0,1000000.0,"$2,000,000",ASC-2104457-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJGLDR9HDHU1742,Truck,1.49,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2017.0,3AKJGLDR9HDHU1742,Truck,1-8
Daniel Abrahamsen,ASC-2104457-00,2023-10-23,2024-10-23,PENDILLA TRUCKING LLC,511 GREENHILL DR,GROVEPORT,OH,43125-1495,2023-10-23,2024-10-23,47.93,8.39,2023-10-23,New Business,NB,Primary,0.0,Occurrence,511 GREENHILL DR,OH,43125-1495,1.0,1000000.0,"$2,000,000",ASC-2104457-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJGLDR9HDHU1742,Truck,1.49,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2017.0,3AKJGLDR9HDHU1742,Truck,1-8
Daniel Abrahamsen,ASC-2104457-00,2023-10-23,2024-10-23,PENDILLA TRUCKING LLC,511 GREENHILL DR,GROVEPORT,OH,43125-1495,2023-10-23,2024-10-23,202.41,35.42,2023-10-23,New Business,NB,Primary,0.0,Occurrence,511 GREENHILL DR,OH,43125-1495,1.0,1000000.0,"$2,000,000",ASC-2104457-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJGLDR9HDHU1742,Truck,1.49,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2017.0,3AKJGLDR9HDHU1742,Truck,1-8
Daniel Abrahamsen,ASC-4542388-00,2023-10-04,2024-10-04,JFCMIJ TRANSPORT AND SERVICES LLC,2901 Sandhill Ridge Ct apt 207,Kissimmee,FL,34741,2023-10-25,2024-10-04,-1226.17,-214.58,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,2901 Sandhill Ridge Ct apt 207,FL,34741,1.0,1000000.0,"$2,000,000",ASC-4542388-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWCYXHDJF05,Truck,1.184,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2 106,2017.0,3ALACWCYXHDJF05,Truck,1-8
Daniel Abrahamsen,ASC-4542388-00,2023-10-04,2024-10-04,JFCMIJ TRANSPORT AND SERVICES LLC,2901 Sandhill Ridge Ct apt 207,Kissimmee,FL,34741,2023-10-25,2024-10-04,-40.61,-7.11,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,2901 Sandhill Ridge Ct apt 207,FL,34741,1.0,1000000.0,"$2,000,000",ASC-4542388-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWCYXHDJF05,Truck,1.184,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2 106,2017.0,3ALACWCYXHDJF05,Truck,1-8
Daniel Abrahamsen,ASC-4542388-00,2023-10-04,2024-10-04,JFCMIJ TRANSPORT AND SERVICES LLC,2901 Sandhill Ridge Ct apt 207,Kissimmee,FL,34741,2023-10-25,2024-10-04,0,0.0,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,2901 Sandhill Ridge Ct apt 207,FL,34741,1.0,1000000.0,"$2,000,000",ASC-4542388-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWCYXHDJF05,Truck,1.184,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2 106,2017.0,3ALACWCYXHDJF05,Truck,1-8
Daniel Abrahamsen,ASC-4542388-00,2023-10-04,2024-10-04,JFCMIJ TRANSPORT AND SERVICES LLC,2901 Sandhill Ridge Ct apt 207,Kissimmee,FL,34741,2023-10-25,2024-10-04,0,0.0,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,2901 Sandhill Ridge Ct apt 207,FL,34741,1.0,1000000.0,"$2,000,000",ASC-4542388-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWCYXHDJF05,Truck,1.184,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2 106,2017.0,3ALACWCYXHDJF05,Truck,1-8
Daniel Abrahamsen,ASC-4875356-00,2023-09-06,2024-09-06,S S DARAPHONE LLC,2224 LONGWOOD ST,SPRINGDALE,AR,72762-0596,2023-10-24,2024-09-06,-9687.7,-1695.35,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,2224 LONGWOOD ST,AR,72762-0596,6.0,1000000.0,"$2,000,000",ASC-4875356-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJGLD50GSGW8431,Truck,1.215,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2016.0,3AKJGLD50GSGW8431,Truck,1-8
Daniel Abrahamsen,ASC-4875356-00,2023-09-06,2024-09-06,S S DARAPHONE LLC,2224 LONGWOOD ST,SPRINGDALE,AR,72762-0596,2023-10-24,2024-09-06,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,2224 LONGWOOD ST,AR,72762-0596,6.0,1000000.0,"$2,000,000",ASC-4875356-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJGLD50GSGW8431,Truck,1.215,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2016.0,3AKJGLD50GSGW8431,Truck,1-8
Daniel Abrahamsen,ASC-4875356-00,2023-09-06,2024-09-06,S S DARAPHONE LLC,2224 LONGWOOD ST,SPRINGDALE,AR,72762-0596,2023-10-24,2024-09-06,-86.89,-15.21,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,2224 LONGWOOD ST,AR,72762-0596,6.0,1000000.0,"$2,000,000",ASC-4875356-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJGLD50GSGW8431,Truck,1.215,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2016.0,3AKJGLD50GSGW8431,Truck,1-8
Daniel Abrahamsen,ASC-4875356-00,2023-09-06,2024-09-06,S S DARAPHONE LLC,2224 LONGWOOD ST,SPRINGDALE,AR,72762-0596,2023-10-24,2024-09-06,-173.77,-30.41,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,2224 LONGWOOD ST,AR,72762-0596,6.0,1000000.0,"$2,000,000",ASC-4875356-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJGLD50GSGW8431,Truck,1.215,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2016.0,3AKJGLD50GSGW8431,Truck,1-8
Daniel Abrahamsen,ASC-6610020-00,2023-10-24,2024-10-24,KALKA EXPRESS INC,900 TODHUNTER AVE APT 49,W SACRAMENTO,CA,95605,2023-10-24,2024-10-24,12881.68,2254.29,2023-10-24,New Business,NB,Primary,0.0,Occurrence,900 TODHUNTER AVE APT 49,CA,95605,1.0,750000.0,"$2,000,000",ASC-6610020-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH9DN139590,Truck,1.398,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2013.0,4V4NC9EH9DN139590,Truck,1-8
Daniel Abrahamsen,ASC-6610020-00,2023-10-24,2024-10-24,KALKA EXPRESS INC,900 TODHUNTER AVE APT 49,W SACRAMENTO,CA,95605,2023-10-24,2024-10-24,0,0.0,2023-10-24,New Business,NB,Primary,0.0,Occurrence,900 TODHUNTER AVE APT 49,CA,95605,1.0,750000.0,"$2,000,000",ASC-6610020-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH9DN139590,Truck,1.398,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2013.0,4V4NC9EH9DN139590,Truck,1-8
Daniel Abrahamsen,ASC-6610020-00,2023-10-24,2024-10-24,KALKA EXPRESS INC,900 TODHUNTER AVE APT 49,W SACRAMENTO,CA,95605,2023-10-24,2024-10-24,18.61,3.26,2023-10-24,New Business,NB,Primary,0.0,Occurrence,900 TODHUNTER AVE APT 49,CA,95605,1.0,750000.0,"$2,000,000",ASC-6610020-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH9DN139590,Truck,1.398,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2013.0,4V4NC9EH9DN139590,Truck,1-8
Daniel Abrahamsen,ASC-6610020-00,2023-10-24,2024-10-24,KALKA EXPRESS INC,900 TODHUNTER AVE APT 49,W SACRAMENTO,CA,95605,2023-10-24,2024-10-24,275.71,48.25,2023-10-24,New Business,NB,Primary,0.0,Occurrence,900 TODHUNTER AVE APT 49,CA,95605,1.0,750000.0,"$2,000,000",ASC-6610020-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH9DN139590,Truck,1.398,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2013.0,4V4NC9EH9DN139590,Truck,1-8
Daniel Abrahamsen,ASC-4765656-00,2023-10-18,2024-10-18,PMG TRANSPORT LLC,1587 MUNRAS ST,SOLEDAD,CA,93960,2023-10-24,2024-10-18,0.01,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,1587 MUNRAS ST,CA,93960,2.0,1000000.0,"$2,000,000",ASC-4765656-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYDP9XXGJ120316,Truck,1.325,"Heavy Trucks (20,000 - 45,000)",KENWORTH,T680,2016.0,1XKYDP9XXGJ120316,Truck,1-8
Daniel Abrahamsen,ASC-4765656-00,2023-10-18,2024-10-18,PMG TRANSPORT LLC,1587 MUNRAS ST,SOLEDAD,CA,93960,2023-10-24,2024-10-18,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,1587 MUNRAS ST,CA,93960,2.0,1000000.0,"$2,000,000",ASC-4765656-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYDP9XXGJ120316,Truck,1.325,"Heavy Trucks (20,000 - 45,000)",KENWORTH,T680,2016.0,1XKYDP9XXGJ120316,Truck,1-8
Daniel Abrahamsen,ASC-4765656-00,2023-10-18,2024-10-18,PMG TRANSPORT LLC,1587 MUNRAS ST,SOLEDAD,CA,93960,2023-10-24,2024-10-18,9.65,1.69,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,1587 MUNRAS ST,CA,93960,2.0,1000000.0,"$2,000,000",ASC-4765656-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYDP9XXGJ120316,Truck,1.325,"Heavy Trucks (20,000 - 45,000)",KENWORTH,T680,2016.0,1XKYDP9XXGJ120316,Truck,1-8
Daniel Abrahamsen,ASC-4765656-00,2023-10-18,2024-10-18,PMG TRANSPORT LLC,1587 MUNRAS ST,SOLEDAD,CA,93960,2023-10-24,2024-10-18,38.75,6.78,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,1587 MUNRAS ST,CA,93960,2.0,1000000.0,"$2,000,000",ASC-4765656-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYDP9XXGJ120316,Truck,1.325,"Heavy Trucks (20,000 - 45,000)",KENWORTH,T680,2016.0,1XKYDP9XXGJ120316,Truck,1-8
Daniel Abrahamsen,ASC-4765656-00,2023-10-18,2024-10-18,PMG TRANSPORT LLC,1587 MUNRAS ST,SOLEDAD,CA,93960,2023-10-24,2024-10-18,0.01,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,1587 MUNRAS ST,CA,93960,2.0,1000000.0,"$2,000,000",ASC-4765656-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XPBD49X2ED246938,Truck,1.325,"Extra Heavy Trucks (45,001+)",PETERBILT,579,2014.0,1XPBD49X2ED246938,Truck,1-8
Daniel Abrahamsen,ASC-4765656-00,2023-10-18,2024-10-18,PMG TRANSPORT LLC,1587 MUNRAS ST,SOLEDAD,CA,93960,2023-10-24,2024-10-18,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,1587 MUNRAS ST,CA,93960,2.0,1000000.0,"$2,000,000",ASC-4765656-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XPBD49X2ED246938,Truck,1.325,"Extra Heavy Trucks (45,001+)",PETERBILT,579,2014.0,1XPBD49X2ED246938,Truck,1-8
Daniel Abrahamsen,ASC-4765656-00,2023-10-18,2024-10-18,PMG TRANSPORT LLC,1587 MUNRAS ST,SOLEDAD,CA,93960,2023-10-24,2024-10-18,9.65,1.69,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,1587 MUNRAS ST,CA,93960,2.0,1000000.0,"$2,000,000",ASC-4765656-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XPBD49X2ED246938,Truck,1.325,"Extra Heavy Trucks (45,001+)",PETERBILT,579,2014.0,1XPBD49X2ED246938,Truck,1-8
Daniel Abrahamsen,ASC-4765656-00,2023-10-18,2024-10-18,PMG TRANSPORT LLC,1587 MUNRAS ST,SOLEDAD,CA,93960,2023-10-24,2024-10-18,38.75,6.78,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,1587 MUNRAS ST,CA,93960,2.0,1000000.0,"$2,000,000",ASC-4765656-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XPBD49X2ED246938,Truck,1.325,"Extra Heavy Trucks (45,001+)",PETERBILT,579,2014.0,1XPBD49X2ED246938,Truck,1-8
Daniel Abrahamsen,ASC-2051730-00,2023-10-25,2024-10-25,ALP OPERATIONS LLC,648 WHISTLEWOOD RD,MONTGOMERY,AL,36117-3911,2023-10-25,2024-10-25,17989.14,3148.1,2023-10-25,New Business,NB,Primary,0.0,Occurrence,648 WHISTLEWOOD RD,AL,36117,3.0,1000000.0,"$2,000,000",ASC-2051730-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDZAPR3JN530951,Truck,1.6475,"Extra Heavy Trucks (45,001+)",INT'L,LT625,2018.0,3HSDZAPR3JN530951,Truck,1-8
Daniel Abrahamsen,ASC-2051730-00,2023-10-25,2024-10-25,ALP OPERATIONS LLC,648 WHISTLEWOOD RD,MONTGOMERY,AL,36117-3911,2023-10-25,2024-10-25,0,0.0,2023-10-25,New Business,NB,Primary,0.0,Occurrence,648 WHISTLEWOOD RD,AL,36117,3.0,1000000.0,"$2,000,000",ASC-2051730-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDZAPR3JN530951,Truck,1.6475,"Extra Heavy Trucks (45,001+)",INT'L,LT625,2018.0,3HSDZAPR3JN530951,Truck,1-8
Daniel Abrahamsen,ASC-2051730-00,2023-10-25,2024-10-25,ALP OPERATIONS LLC,648 WHISTLEWOOD RD,MONTGOMERY,AL,36117-3911,2023-10-25,2024-10-25,100,17.5,2023-10-25,New Business,NB,Primary,0.0,Occurrence,648 WHISTLEWOOD RD,AL,36117,3.0,1000000.0,"$2,000,000",ASC-2051730-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDZAPR3JN530951,Truck,1.6475,"Extra Heavy Trucks (45,001+)",INT'L,LT625,2018.0,3HSDZAPR3JN530951,Truck,1-8
Daniel Abrahamsen,ASC-2051730-00,2023-10-25,2024-10-25,ALP OPERATIONS LLC,648 WHISTLEWOOD RD,MONTGOMERY,AL,36117-3911,2023-10-25,2024-10-25,100,17.5,2023-10-25,New Business,NB,Primary,0.0,Occurrence,648 WHISTLEWOOD RD,AL,36117,3.0,1000000.0,"$2,000,000",ASC-2051730-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDZAPR3JN530951,Truck,1.6475,"Extra Heavy Trucks (45,001+)",INT'L,LT625,2018.0,3HSDZAPR3JN530951,Truck,1-8
Daniel Abrahamsen,ASC-2051730-00,2023-10-25,2024-10-25,ALP OPERATIONS LLC,648 WHISTLEWOOD RD,MONTGOMERY,AL,36117-3911,2023-10-25,2024-10-25,17989.14,3148.1,2023-10-25,New Business,NB,Primary,0.0,Occurrence,648 WHISTLEWOOD RD,AL,36117,3.0,1000000.0,"$2,000,000",ASC-2051730-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDJAPR4GN228598,Truck,1.6475,"Extra Heavy Trucks (45,001+)",INT'L,PROSTAR+,2016.0,3HSDJAPR4GN228598,Truck,1-8
Daniel Abrahamsen,ASC-2051730-00,2023-10-25,2024-10-25,ALP OPERATIONS LLC,648 WHISTLEWOOD RD,MONTGOMERY,AL,36117-3911,2023-10-25,2024-10-25,0,0.0,2023-10-25,New Business,NB,Primary,0.0,Occurrence,648 WHISTLEWOOD RD,AL,36117,3.0,1000000.0,"$2,000,000",ASC-2051730-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDJAPR4GN228598,Truck,1.6475,"Extra Heavy Trucks (45,001+)",INT'L,PROSTAR+,2016.0,3HSDJAPR4GN228598,Truck,1-8
Daniel Abrahamsen,ASC-2051730-00,2023-10-25,2024-10-25,ALP OPERATIONS LLC,648 WHISTLEWOOD RD,MONTGOMERY,AL,36117-3911,2023-10-25,2024-10-25,100,17.5,2023-10-25,New Business,NB,Primary,0.0,Occurrence,648 WHISTLEWOOD RD,AL,36117,3.0,1000000.0,"$2,000,000",ASC-2051730-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDJAPR4GN228598,Truck,1.6475,"Extra Heavy Trucks (45,001+)",INT'L,PROSTAR+,2016.0,3HSDJAPR4GN228598,Truck,1-8
Daniel Abrahamsen,ASC-2051730-00,2023-10-25,2024-10-25,ALP OPERATIONS LLC,648 WHISTLEWOOD RD,MONTGOMERY,AL,36117-3911,2023-10-25,2024-10-25,100,17.5,2023-10-25,New Business,NB,Primary,0.0,Occurrence,648 WHISTLEWOOD RD,AL,36117,3.0,1000000.0,"$2,000,000",ASC-2051730-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDJAPR4GN228598,Truck,1.6475,"Extra Heavy Trucks (45,001+)",INT'L,PROSTAR+,2016.0,3HSDJAPR4GN228598,Truck,1-8
