,Full policy number,Expiring Policy Number,Policy Effective Date,Policy Expiration Date,Transaction Effective Date,Transaction Expiration Date,Transaction Type,Policy Type,Premium,Carrier %,Exposure Type,Policy Occurrence Limit,Policy Aggregate Limit,Attachment Point,SIR/Deductible amount,Commission amount,Risk/Location Address,Risk/Location State,Risk/Location Zip,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Broker/Agent,MGA,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,NJ Transaction Number,Primary/Excess Indicator,CM/Occ Indicator,Radius Of Use,"Vehicle Number of Seats, Seating Capacity",Gross Vehicle Weight,Vehicle Number,Vehicle Make,Vehicle Model,Model Year,Vehicle Type
3874,ASC-1484019-00,,2023-09-13,2024-09-13,2023-10-23,2024-09-13,EN,Endorsement,-12.17,100.0,1.0,1000000.0,"$2,000,000",0.0,,-2.13,610 UPTOWN BLVD STE 2000,TX,75104,FIRST RATE EXPRESS LLC,610 UPTOWN BLVD STE 2000,CEDAR HILL,TX,75104,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.5,1-8,"Extra Heavy Trucks (45,001+)",3AKJGLD66FSGF6223,FREIGHTLINER,CASCADIA,2015.0,Truck
3875,ASC-1484019-00,,2023-09-13,2024-09-13,2023-10-23,2024-09-13,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,610 UPTOWN BLVD STE 2000,TX,75104,FIRST RATE EXPRESS LLC,610 UPTOWN BLVD STE 2000,CEDAR HILL,TX,75104,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.5,1-8,"Extra Heavy Trucks (45,001+)",3AKJGLD66FSGF6223,FREIGHTLINER,CASCADIA,2015.0,Truck
3876,ASC-6678457-00,,2023-10-01,2024-10-01,2023-10-24,2024-10-01,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,7619 76th Way,FL,33407,SOLJI UNLIMITED TRANSPORTATION INC,7619 76th Way,West Palm Beach,FL,33407,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",5PVNJ7AV9R5T55416,HINO,L6ALP,2024.0,Truck
3877,ASC-6678457-00,,2023-10-01,2024-10-01,2023-10-24,2024-10-01,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,7619 76th Way,FL,33407,SOLJI UNLIMITED TRANSPORTATION INC,7619 76th Way,West Palm Beach,FL,33407,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",5PVNJ7AV9R5T55416,HINO,L6ALP,2024.0,Truck
3878,ASC-6678457-00,,2023-10-01,2024-10-01,2023-10-24,2024-10-01,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,7619 76th Way,FL,33407,SOLJI UNLIMITED TRANSPORTATION INC,7619 76th Way,West Palm Beach,FL,33407,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",5PVNJ7AV9R5T55416,HINO,L6ALP,2024.0,Truck
3879,ASC-6678457-00,,2023-10-01,2024-10-01,2023-10-24,2024-10-01,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,7619 76th Way,FL,33407,SOLJI UNLIMITED TRANSPORTATION INC,7619 76th Way,West Palm Beach,FL,33407,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",5PVNJ7AV9R5T55416,HINO,L6ALP,2024.0,Truck
3880,ASC-3432347-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,799.67,100.0,2.0,1000000.0,"$2,000,000",0.0,,139.94,906 W STERRETT ST,OK,74743,PARISH TRANSPORTATION LLC,906 W STERRETT ST,HUGO,OK,74743-6653,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.75,1-8,"Medium Trucks (10,000 - 20,000)",3C63RRGLXNG258846,Dodge,RAM 3500,2022.0,Truck
3881,ASC-3432347-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,0,100.0,2.0,1000000.0,"$2,000,000",0.0,,0.0,906 W STERRETT ST,OK,74743,PARISH TRANSPORTATION LLC,906 W STERRETT ST,HUGO,OK,74743-6653,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.75,1-8,"Medium Trucks (10,000 - 20,000)",3C63RRGLXNG258846,Dodge,RAM 3500,2022.0,Truck
3882,ASC-3432347-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,0,100.0,2.0,1000000.0,"$2,000,000",0.0,,0.0,906 W STERRETT ST,OK,74743,PARISH TRANSPORTATION LLC,906 W STERRETT ST,HUGO,OK,74743-6653,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.75,1-8,"Medium Trucks (10,000 - 20,000)",3C63RRGLXNG258846,Dodge,RAM 3500,2022.0,Truck
3883,ASC-3432347-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,0,100.0,2.0,1000000.0,"$2,000,000",0.0,,0.0,906 W STERRETT ST,OK,74743,PARISH TRANSPORTATION LLC,906 W STERRETT ST,HUGO,OK,74743-6653,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.75,1-8,"Medium Trucks (10,000 - 20,000)",3C63RRGLXNG258846,Dodge,RAM 3500,2022.0,Truck
3884,ASC-3432347-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,799.67,100.0,2.0,1000000.0,"$2,000,000",0.0,,139.94,906 W STERRETT ST,OK,74743,PARISH TRANSPORTATION LLC,906 W STERRETT ST,HUGO,OK,74743-6653,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.75,1-8,"Medium Trucks (10,000 - 20,000)",1FT8W3DT1NEG02312,FORD,SUPER DUTY F-350,2022.0,Truck
3885,ASC-3432347-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,0,100.0,2.0,1000000.0,"$2,000,000",0.0,,0.0,906 W STERRETT ST,OK,74743,PARISH TRANSPORTATION LLC,906 W STERRETT ST,HUGO,OK,74743-6653,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.75,1-8,"Medium Trucks (10,000 - 20,000)",1FT8W3DT1NEG02312,FORD,SUPER DUTY F-350,2022.0,Truck
3886,ASC-3432347-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,0,100.0,2.0,1000000.0,"$2,000,000",0.0,,0.0,906 W STERRETT ST,OK,74743,PARISH TRANSPORTATION LLC,906 W STERRETT ST,HUGO,OK,74743-6653,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.75,1-8,"Medium Trucks (10,000 - 20,000)",1FT8W3DT1NEG02312,FORD,SUPER DUTY F-350,2022.0,Truck
3887,ASC-3432347-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,0,100.0,2.0,1000000.0,"$2,000,000",0.0,,0.0,906 W STERRETT ST,OK,74743,PARISH TRANSPORTATION LLC,906 W STERRETT ST,HUGO,OK,74743-6653,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.75,1-8,"Medium Trucks (10,000 - 20,000)",1FT8W3DT1NEG02312,FORD,SUPER DUTY F-350,2022.0,Truck
3888,ASC-1354992-00,,2023-10-20,2024-10-20,2023-10-20,2024-10-20,NB,New Business,8001.87,100.0,1.0,1000000.0,"$2,000,000",0.0,,1400.33,53838 Calle Balderas,CA,92236,Jose Vega,53838 Calle Balderas,Coachella,CA,92236,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.253,1-8,"Medium Trucks (10,000 - 20,000)",1N6BF0KL9EN108252,NISSAN,NV1500 S,2014.0,Truck
3889,ASC-1354992-00,,2023-10-20,2024-10-20,2023-10-20,2024-10-20,NB,New Business,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,53838 Calle Balderas,CA,92236,Jose Vega,53838 Calle Balderas,Coachella,CA,92236,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.253,1-8,"Medium Trucks (10,000 - 20,000)",1N6BF0KL9EN108252,NISSAN,NV1500 S,2014.0,Truck
3890,ASC-1354992-00,,2023-10-20,2024-10-20,2023-10-20,2024-10-20,NB,New Business,56.5,100.0,1.0,1000000.0,"$2,000,000",0.0,,9.89,53838 Calle Balderas,CA,92236,Jose Vega,53838 Calle Balderas,Coachella,CA,92236,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.253,1-8,"Medium Trucks (10,000 - 20,000)",1N6BF0KL9EN108252,NISSAN,NV1500 S,2014.0,Truck
3891,ASC-1354992-00,,2023-10-20,2024-10-20,2023-10-20,2024-10-20,NB,New Business,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,53838 Calle Balderas,CA,92236,Jose Vega,53838 Calle Balderas,Coachella,CA,92236,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.253,1-8,"Medium Trucks (10,000 - 20,000)",1N6BF0KL9EN108252,NISSAN,NV1500 S,2014.0,Truck
3892,ASC-4439530-00,,2023-09-30,2024-09-30,2023-10-23,2024-09-30,EN,Endorsement,0.01,100.0,2.0,1000000.0,"$2,000,000",0.0,,0.0,373 COBB RD,GA,30705,TONY'S DG TRANSPORT SERVICES LLC,373 COBB RD,CHATSWORTH,GA,30705-5923,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.98,1-8,"Extra Heavy Trucks (45,001+)",1XKYD49X8HJ142654,KENWORTH,T680,2017.0,Truck
3893,ASC-4439530-00,,2023-09-30,2024-09-30,2023-10-23,2024-09-30,EN,Endorsement,0,100.0,2.0,1000000.0,"$2,000,000",0.0,,0.0,373 COBB RD,GA,30705,TONY'S DG TRANSPORT SERVICES LLC,373 COBB RD,CHATSWORTH,GA,30705-5923,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.98,1-8,"Extra Heavy Trucks (45,001+)",1XKYD49X8HJ142654,KENWORTH,T680,2017.0,Truck
3894,ASC-4439530-00,,2023-09-30,2024-09-30,2023-10-23,2024-09-30,EN,Endorsement,0,100.0,2.0,1000000.0,"$2,000,000",0.0,,0.0,373 COBB RD,GA,30705,TONY'S DG TRANSPORT SERVICES LLC,373 COBB RD,CHATSWORTH,GA,30705-5923,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.98,1-8,"Extra Heavy Trucks (45,001+)",1XKYD49X8HJ142654,KENWORTH,T680,2017.0,Truck
3895,ASC-4439530-00,,2023-09-30,2024-09-30,2023-10-23,2024-09-30,EN,Endorsement,0,100.0,2.0,1000000.0,"$2,000,000",0.0,,0.0,373 COBB RD,GA,30705,TONY'S DG TRANSPORT SERVICES LLC,373 COBB RD,CHATSWORTH,GA,30705-5923,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.98,1-8,"Extra Heavy Trucks (45,001+)",1XKYD49X8HJ142654,KENWORTH,T680,2017.0,Truck
3896,ASC-4439530-00,,2023-09-30,2024-09-30,2023-10-23,2024-09-30,EN,Endorsement,0.01,100.0,2.0,1000000.0,"$2,000,000",0.0,,0.0,373 COBB RD,GA,30705,TONY'S DG TRANSPORT SERVICES LLC,373 COBB RD,CHATSWORTH,GA,30705-5923,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.98,1-8,"Extra Heavy Trucks (45,001+)",1XKYD49X5JJ193227,KENWORTH,T680,2018.0,Truck
3897,ASC-4439530-00,,2023-09-30,2024-09-30,2023-10-23,2024-09-30,EN,Endorsement,0,100.0,2.0,1000000.0,"$2,000,000",0.0,,0.0,373 COBB RD,GA,30705,TONY'S DG TRANSPORT SERVICES LLC,373 COBB RD,CHATSWORTH,GA,30705-5923,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.98,1-8,"Extra Heavy Trucks (45,001+)",1XKYD49X5JJ193227,KENWORTH,T680,2018.0,Truck
3898,ASC-4439530-00,,2023-09-30,2024-09-30,2023-10-23,2024-09-30,EN,Endorsement,0,100.0,2.0,1000000.0,"$2,000,000",0.0,,0.0,373 COBB RD,GA,30705,TONY'S DG TRANSPORT SERVICES LLC,373 COBB RD,CHATSWORTH,GA,30705-5923,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.98,1-8,"Extra Heavy Trucks (45,001+)",1XKYD49X5JJ193227,KENWORTH,T680,2018.0,Truck
3899,ASC-4439530-00,,2023-09-30,2024-09-30,2023-10-23,2024-09-30,EN,Endorsement,0,100.0,2.0,1000000.0,"$2,000,000",0.0,,0.0,373 COBB RD,GA,30705,TONY'S DG TRANSPORT SERVICES LLC,373 COBB RD,CHATSWORTH,GA,30705-5923,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.98,1-8,"Extra Heavy Trucks (45,001+)",1XKYD49X5JJ193227,KENWORTH,T680,2018.0,Truck
3900,ASC-4857854-00,,2023-10-23,2024-10-23,2023-10-23,2024-10-23,NB,New Business,14358.56,100.0,1.0,1000000.0,"$2,000,000",0.0,,2512.75,590 MONROE AVE,NJ,07201,YANQUEN TRANSPORTATION LLC,590 MONROE AVE,ELIZABETH,NJ,07201-1533,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.48,1-8,"Medium Trucks (10,000 - 20,000)",2NKHHM6X1GM493190,KENWORTH,T300,2016.0,Truck
3901,ASC-4857854-00,,2023-10-23,2024-10-23,2023-10-23,2024-10-23,NB,New Business,750,100.0,1.0,1000000.0,"$2,000,000",0.0,,131.25,590 MONROE AVE,NJ,07201,YANQUEN TRANSPORTATION LLC,590 MONROE AVE,ELIZABETH,NJ,07201-1533,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.48,1-8,"Medium Trucks (10,000 - 20,000)",2NKHHM6X1GM493190,KENWORTH,T300,2016.0,Truck
3902,ASC-4857854-00,,2023-10-23,2024-10-23,2023-10-23,2024-10-23,NB,New Business,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,590 MONROE AVE,NJ,07201,YANQUEN TRANSPORTATION LLC,590 MONROE AVE,ELIZABETH,NJ,07201-1533,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.48,1-8,"Medium Trucks (10,000 - 20,000)",2NKHHM6X1GM493190,KENWORTH,T300,2016.0,Truck
3903,ASC-4857854-00,,2023-10-23,2024-10-23,2023-10-23,2024-10-23,NB,New Business,100,100.0,1.0,1000000.0,"$2,000,000",0.0,,17.5,590 MONROE AVE,NJ,07201,YANQUEN TRANSPORTATION LLC,590 MONROE AVE,ELIZABETH,NJ,07201-1533,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.48,1-8,"Medium Trucks (10,000 - 20,000)",2NKHHM6X1GM493190,KENWORTH,T300,2016.0,Truck
3904,ASC-1006204-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,-9240.43,100.0,1.0,1000000.0,"$2,000,000",0.0,,-1617.08,7616 New York Avenue,OH,44105,You Need It We Got It Trucking LLC,7616 New York Avenue,Cleveland,OH,44105,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.5325,1-8,"Medium Trucks (10,000 - 20,000)",5TZNJ7AC5P5T51280,Enterprise,Box Truck,2021.0,Truck
3905,ASC-1006204-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,7616 New York Avenue,OH,44105,You Need It We Got It Trucking LLC,7616 New York Avenue,Cleveland,OH,44105,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.5325,1-8,"Medium Trucks (10,000 - 20,000)",5TZNJ7AC5P5T51280,Enterprise,Box Truck,2021.0,Truck
3906,ASC-1006204-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,-19.07,100.0,1.0,1000000.0,"$2,000,000",0.0,,-3.34,7616 New York Avenue,OH,44105,You Need It We Got It Trucking LLC,7616 New York Avenue,Cleveland,OH,44105,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.5325,1-8,"Medium Trucks (10,000 - 20,000)",5TZNJ7AC5P5T51280,Enterprise,Box Truck,2021.0,Truck
3907,ASC-1006204-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,-102.56,100.0,1.0,1000000.0,"$2,000,000",0.0,,-17.95,7616 New York Avenue,OH,44105,You Need It We Got It Trucking LLC,7616 New York Avenue,Cleveland,OH,44105,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.5325,1-8,"Medium Trucks (10,000 - 20,000)",5TZNJ7AC5P5T51280,Enterprise,Box Truck,2021.0,Truck
3908,ASC-1006204-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,9411.1,100.0,1.0,1000000.0,"$2,000,000",0.0,,1646.94,7616 New York Avenue,OH,44105,You Need It We Got It Trucking LLC,7616 New York Avenue,Cleveland,OH,44105,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.5325,1-8,"Medium Trucks (10,000 - 20,000)",5PVNJ7AV6P5T51935,HINO,L6ALP,2023.0,Truck
3909,ASC-1006204-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,7616 New York Avenue,OH,44105,You Need It We Got It Trucking LLC,7616 New York Avenue,Cleveland,OH,44105,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.5325,1-8,"Medium Trucks (10,000 - 20,000)",5PVNJ7AV6P5T51935,HINO,L6ALP,2023.0,Truck
3910,ASC-1006204-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,20.65,100.0,1.0,1000000.0,"$2,000,000",0.0,,3.61,7616 New York Avenue,OH,44105,You Need It We Got It Trucking LLC,7616 New York Avenue,Cleveland,OH,44105,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.5325,1-8,"Medium Trucks (10,000 - 20,000)",5PVNJ7AV6P5T51935,HINO,L6ALP,2023.0,Truck
3911,ASC-1006204-00,,2023-09-27,2024-09-27,2023-10-23,2024-09-27,EN,Endorsement,102.56,100.0,1.0,1000000.0,"$2,000,000",0.0,,17.95,7616 New York Avenue,OH,44105,You Need It We Got It Trucking LLC,7616 New York Avenue,Cleveland,OH,44105,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.5325,1-8,"Medium Trucks (10,000 - 20,000)",5PVNJ7AV6P5T51935,HINO,L6ALP,2023.0,Truck
3912,ASC-2119117-00,,2023-08-25,2024-08-25,2023-10-23,2024-08-25,EN,Endorsement," $(5,611.67)",100.0,3.0,1000000.0,"$2,000,000",0.0,,-982.04,6987 CALLE DE LINEA STE 106,CA,92154,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.36,1-8,"Extra Heavy Trucks (45,001+)",4V4NC9TH2BN533075,VOLVO,VNL64T,2011.0,Truck
3913,ASC-2119117-00,,2023-08-25,2024-08-25,2023-10-23,2024-08-25,EN,Endorsement, $-   ,100.0,3.0,1000000.0,"$2,000,000",0.0,,0.0,6987 CALLE DE LINEA STE 106,CA,92154,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.36,1-8,"Extra Heavy Trucks (45,001+)",4V4NC9TH2BN533075,VOLVO,VNL64T,2011.0,Truck
3914,ASC-2119117-00,,2023-08-25,2024-08-25,2023-10-23,2024-08-25,EN,Endorsement, $(9.73),100.0,3.0,1000000.0,"$2,000,000",0.0,,-1.7,6987 CALLE DE LINEA STE 106,CA,92154,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.36,1-8,"Extra Heavy Trucks (45,001+)",4V4NC9TH2BN533075,VOLVO,VNL64T,2011.0,Truck
3915,ASC-2119117-00,,2023-08-25,2024-08-25,2023-10-23,2024-08-25,EN,Endorsement, $(110.38),100.0,3.0,1000000.0,"$2,000,000",0.0,,-19.32,6987 CALLE DE LINEA STE 106,CA,92154,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.36,1-8,"Extra Heavy Trucks (45,001+)",4V4NC9TH2BN533075,VOLVO,VNL64T,2011.0,Truck
3916,ASC-8131364-00,,2023-10-16,2024-10-16,2023-10-21,2024-10-16,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,60 MAIN St Ext SW,GA,31316,JEROME E SPAULDING LLC,60 MAIN St Ext SW,Ludowici,GA,31316,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.93,1-8,"Extra Heavy Trucks (45,001+)",3AKJGNDR0KDKR0247,FREIGHTLINER,122SD,2019.0,Truck
3917,ASC-8131364-00,,2023-10-16,2024-10-16,2023-10-21,2024-10-16,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,60 MAIN St Ext SW,GA,31316,JEROME E SPAULDING LLC,60 MAIN St Ext SW,Ludowici,GA,31316,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.93,1-8,"Extra Heavy Trucks (45,001+)",3AKJGNDR0KDKR0247,FREIGHTLINER,122SD,2019.0,Truck
3918,ASC-8131364-00,,2023-10-16,2024-10-16,2023-10-21,2024-10-16,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,60 MAIN St Ext SW,GA,31316,JEROME E SPAULDING LLC,60 MAIN St Ext SW,Ludowici,GA,31316,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.93,1-8,"Extra Heavy Trucks (45,001+)",3AKJGNDR0KDKR0247,FREIGHTLINER,122SD,2019.0,Truck
3919,ASC-8131364-00,,2023-10-16,2024-10-16,2023-10-21,2024-10-16,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,60 MAIN St Ext SW,GA,31316,JEROME E SPAULDING LLC,60 MAIN St Ext SW,Ludowici,GA,31316,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.93,1-8,"Extra Heavy Trucks (45,001+)",3AKJGNDR0KDKR0247,FREIGHTLINER,122SD,2019.0,Truck
3920,ASC-3267784-00,,2023-08-16,2024-08-16,2023-10-23,2024-08-16,EN,Endorsement,421.92,100.0,3.0,1000000.0,"$2,000,000",0.0,,73.84,322 North Laverne Avenue,CA,93727,ZARA TRANSPORT INC,322 North Laverne Avenue,Fresno,CA,93727,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.645,1-8,"Extra Heavy Trucks (45,001+)",3AKJHHDR7LSLL0819,FREIGHTLINER,CASCADIA,2020.0,Truck
3921,ASC-3267784-00,,2023-08-16,2024-08-16,2023-10-23,2024-08-16,EN,Endorsement,0,100.0,3.0,1000000.0,"$2,000,000",0.0,,0.0,322 North Laverne Avenue,CA,93727,ZARA TRANSPORT INC,322 North Laverne Avenue,Fresno,CA,93727,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.645,1-8,"Extra Heavy Trucks (45,001+)",3AKJHHDR7LSLL0819,FREIGHTLINER,CASCADIA,2020.0,Truck
